0,1,2,3,4,5
0.8061726835243045,0.3017721577555469,0.1472491824947677,0.6155876266396613,0.002115501219263738,0.8381625137490656
0.2238610231331682,0.3481939867107439,0.0165432736615062,0.6474518388972511,0.5988457833184277,0.14034625472056284
0.5599624852776297,0.484654748179426,0.9072446373571644,0.5446928976708664,0.4237144476957051,0.2653726922845937
0.5269312825824122,0.0228549448959567,0.2986003228993912,0.5812467728153385,0.6380345135571138,0.8859381230443978
0.9380343892259172,0.16364813224837,0.2286670981225037,0.08866147772073685,0.5914701266498744,0.5326959644023631
0.7993505649265245,0.585492048189045,0.234572854361377,0.4061539570613083,0.36834424015610334,0.5917487833446599
0.4242203947423155,0.4589095867690857,0.6116059037572564,0.18625972783106604,0.194724327917836,0.06424145159366934
0.3894162664553104,0.0756231929449196,0.5016991703743453,0.5385634191074643,0.5929846157278833,0.49046909815361717
0.5020730158809837,0.6676232204274041,0.939078810732624,0.21879829121732675,0.598782340161172,0.3305202083436536
0.779353903156471,0.1136918156868724,0.3670674581147164,0.4829441408094286,0.6696633115089183,0.31032328326377856
0.5546836793652343,0.7833732746673451,0.1885266021535326,0.763691499517763,0.6052146460603508,0.5008024424290446
0.9643715883431898,0.1690225583475232,0.1747485274797424,0.559408947282291,0.1072120665996602,0.15172246017048308
0.9668844987501264,0.171232527712198,0.7346927736121318,0.5451436944535009,0.505284414845455,0.12162779069390295
0.2097083688774682,0.8929370769456249,0.6806709009208574,0.028967420596693882,0.04922702613394758,0.4623838971681433
0.0114478924114986,0.1247680149204993,0.8430198064291216,0.6308198525143349,0.07633144319662077,0.8392011438021622
0.0331624668335919,0.4822325946549066,0.0186233250455899,0.7568525315920936,0.8420752790746232,0.9198424012867744
0.0325888646260271,0.3925330789735922,0.5786952834256515,0.1575998855226023,0.9167604526384104,0.2894867044671545
0.3791917943482612,0.7491922702918571,0.5087465870454976,0.12875880498404424,0.7258060127970595,0.9089659452463519
0.4722470497958497,0.6732918919021749,0.8160958546333532,0.6254938415015204,0.21259715791998435,0.991131732739994
0.1978580260825768,0.7066991331298397,0.645792411389251,0.45585572864495916,0.5127999949987339,0.08084381547422059
0.3402477165824125,0.346530308333132,0.2912820809314995,0.3137534031882335,0.019342238103160603,0.078687818387835
0.147468192866218,0.9733475025384256,0.65177900250374,0.2652429174678621,0.4975152856179945,0.7355479473477099
0.4840248312337977,0.7399812768400232,0.8450794619865585,0.7022558805390072,0.6859034251863414,0.9691696030225649
0.2787632413271199,0.3140997902166152,0.1809362434119988,0.10182102438089857,0.8716079352507413,0.30146128437289177
0.1856628456829299,0.4579738291479776,0.2407915738728893,0.12827934262513485,0.7678073117670626,0.5799698278166042
0.8586969012733654,0.3079220807566728,0.6906236900348244,0.5382060395352543,0.038025162147220626,0.8315269340351698
0.8051854096786841,0.6069085935163323,0.5890955679698456,0.353402155726555,0.9462553509023586,0.9330314145456248
0.0301219849059873,0.5490578931891117,0.8905675947038529,0.1411053075161952,0.5094891830547053,0.12224804806470968
0.8423220684347774,0.7715605385994717,0.3777011677801316,0.9470475062618058,0.0393578209857991,0.8791178964968721
0.7369181649147519,0.71023546341847,0.1560828616334724,0.9152764620720045,0.29416469020670477,0.42150064683859423
0.8816127682466182,0.5818402061323593,0.5832103963994312,0.14491630939852962,0.5509017815659053,0.48034362786349516
0.8228958901953793,0.7908999363612971,0.212705041048733,0.03817528002409376,0.38628274692805153,0.35227012191290263
0.169562668875709,0.8717403181580352,0.8888950219818145,0.5579528271487093,0.12673591792649253,0.7513306859610905
0.4629289664137548,0.5171911439835797,0.4747369291524954,0.2711648108845591,0.20402552996596035,0.9157640339042498
0.3449420381530138,0.624102571731187,0.8115446322467017,0.8513960924521645,0.6591023320750465,0.5854624461455733
0.8814950737434912,0.733180315952661,0.1478297703798116,0.9444699234318319,0.8118671984946401,0.8530214303888476
0.6603285419946644,0.6339629621365938,0.6000526170000494,0.3707452180976407,0.9581018610369134,0.45977702749123694
0.3843562009137439,0.4642737550575694,0.892754348579538,0.17198765569765062,0.3898804549432727,0.11376368265118586
0.7363203305871915,0.1822897211798336,0.9497106213048622,0.37086246413890966,0.8736548447366749,0.5976834080531778
0.2919864107052761,0.6550110575544084,0.6333166571362454,0.17503285903319477,0.7665760227766676,0.24917453354244723
0.4666947669720913,0.7439895687031348,0.9315403333049296,0.46536344424691223,0.05988425683087362,0.6869891861768121
0.8851389527914388,0.3498176896380035,0.8205675920063364,0.8015195979830443,0.2867665446620895,0.6098573801582774
0.6560899359384194,0.7888030153655226,0.94469531803565,0.12582100445988376,0.5723459990100426,0.5792313030314177
0.8411068451019065,0.6879439105327108,0.301530370871695,0.09504646413542428,0.31845847884871004,0.28676616061017035
0.0292949535428287,0.6947907218704155,0.8703161873800211,0.6755874505307324,0.9257933924141349,0.5562735063588171
0.5809600036610948,0.6724059022147191,0.2070658702014824,0.8393235937887916,0.9425266875258008,0.36318321310295254
0.2075023384119446,0.3323818435735098,0.6677504644259598,0.29255562624056075,0.7453279161495204,0.3148195811987047
0.8722793879892721,0.5209331419738041,0.3373681700045977,0.6557227066365201,0.4431917379878678,0.553700969736339
0.2091077654977634,0.1649825464937178,0.1800670904255557,0.38921826829560824,0.2744455333941126,0.18464733101426722
0.5913547374625938,0.1586281476080085,0.3568134415769021,0.7543419853366182,0.7234083165783929,0.7821187590263602
0.0161699191047593,0.9707074311359968,0.7779605296962055,0.6135152644239462,0.3272756595805103,0.9199994956796869
0.0026864111018301,0.714172636286169,0.5964341544185351,0.0823023930753436,0.3869246388975962,0.26366197830495397
0.2385981458770956,0.7411517013556816,0.8540995889546293,0.16671771797167367,0.3298362478676602,0.7657787208679397
0.215585298082357,0.3075084883084423,0.8924694984513665,0.341523355762262,0.6007008649571496,0.8667778801530023
0.1506275275895226,0.9860071639199128,0.3537249233687874,0.6596194286174846,0.17368023801987154,0.029235077466694737
0.8985179499959394,0.969178039723256,0.2658635732665245,0.44634296192710166,0.6028398532754856,0.9597554805720687
0.8805037585753481,0.5385810071250893,0.530721567901111,0.6332067932952612,0.18164273591421742,0.8298164735595914
0.3076461673747886,0.2759359297691706,0.7581560937482582,0.6209912401588817,0.7553715322491447,0.2493194487486574
0.1053179065542178,0.980628225239954,0.6796479757330949,0.14434737267625486,0.12284094985273697,0.30629181752478607
