0,1,2,3,4,5,6,7,8,9,10,11
0.8061726835243045,0.3017721577555469,0.1472491824947677,0.8589711525222781,0.685655417122131,0.8272617982432465,0.02712664699560663,0.2634503635044402,0.6490881298158505,0.2248856442793543,0.47672465722027824,0.1266227929847229
0.2238610231331682,0.3481939867107439,0.0165432736615062,0.7327649468746206,0.4529252523122539,0.366905785771822,0.8581259108337738,0.9381175987766058,0.8315276972352502,0.3241065100441646,0.4386707764931578,0.8997021675902516
0.5599624852776297,0.484654748179426,0.9072446373571644,0.7366802434956615,0.28526484678144726,0.48118689671173187,0.4227553557981968,0.4139511221331963,0.02742021236262293,0.6500287408912484,0.20615061796494893,0.2907999268419993
0.5269312825824122,0.0228549448959567,0.2986003228993912,0.36413621348293657,0.7567941591545478,0.8284279502080322,0.7048347360723544,0.1070682369868079,0.5911783771972065,0.10630449227846928,0.5133105950686627,0.8390808884581947
0.9380343892259172,0.16364813224837,0.2286670981225037,0.7496063507898703,0.5973031850662236,0.5993005093953397,0.20840303498699442,0.0006845599009502878,0.04184557462126848,0.8906559041641149,0.1329990422963464,0.4786462692797916
0.7993505649265245,0.585492048189045,0.234572854361377,0.8928151190379592,0.47319664925258154,0.7817677223991644,0.7927040192440507,0.7906898505583584,0.5128235147502899,0.8615903282614832,0.776164558722937,0.5074891999029898
0.4242203947423155,0.4589095867690857,0.6116059037572564,0.45175611808197047,0.9935784016044379,0.5212173386569039,0.5102571304336231,0.8950216552056861,0.5365333509436032,0.1939104892477561,0.5782368980225971,0.9439804665011571
0.3894162664553104,0.0756231929449196,0.5016991703743453,0.8457594623215828,0.4934565287252598,0.3918977489280854,0.6220650849101607,0.5706698264731511,0.6209164661231336,0.8160842345013677,0.5086768602652891,0.07475605883232417
0.5020730158809837,0.6676232204274041,0.939078810732624,0.38867390869157936,0.7427296335779758,0.9339681530655279,0.5836018258931742,0.1519058870336446,0.8154665113422372,0.6147162580830117,0.14587705066178125,0.2618423224773816
0.779353903156471,0.1136918156868724,0.3670674581147164,0.01762756547985256,0.2031416125021932,0.22480899021600265,0.15621754892025674,0.8109667971659666,0.40740527552127814,0.010573283975953474,0.9207972959721965,0.03458281832028809
0.5546836793652343,0.7833732746673451,0.1885266021535326,0.8196873754476606,0.4485740979004108,0.1850736338615394,0.5036946215577397,0.808664614900703,0.8925157235344076,0.9294336451247293,0.5128747707670603,0.6231949209934637
0.9643715883431898,0.1690225583475232,0.1747485274797424,0.7804976526320438,0.2952981990120519,0.4381757073739927,0.21756715095909107,0.1341559034611669,0.0840884377755251,0.7818873836799449,0.7904969441510309,0.061101706242317255
0.9668844987501264,0.171232527712198,0.7346927736121318,0.0936133693679998,0.06802857031971843,0.8036119818445351,0.11983088275820297,0.5391612481233158,0.9721215802094495,0.5510374867014858,0.6600891135003936,0.32259254543343063
0.2097083688774682,0.8929370769456249,0.6806709009208574,0.48794172784168766,0.03893013474242535,0.07169559613069354,0.5598604087486545,0.870108718445988,0.7654795278454031,0.19848054263404147,0.4219419721147617,0.71458813477031
0.0114478924114986,0.1247680149204993,0.8430198064291216,0.933764316913932,0.03882332214515105,0.36581665709451516,0.9548013130054885,0.9596389684176112,0.36258719793810945,0.6573371436770556,0.13582670317027934,0.814125484584347
0.0331624668335919,0.4822325946549066,0.0186233250455899,0.8347623412359361,0.11737730212030517,0.05138665612171944,0.23865772132333107,0.8416941429108261,0.6557864632989966,0.8798045291666116,0.40447680480007764,0.3821193841577508
0.0325888646260271,0.3925330789735922,0.5786952834256515,0.888886538053721,0.800749441066659,0.36693198363740687,0.829784962431928,0.39842202748495736,0.7277742848870375,0.9822035531048672,0.8004440326253772,0.050497007699915164
0.3791917943482612,0.7491922702918571,0.5087465870454976,0.22951360317796787,0.31598174975700954,0.9408382943682819,0.07242324058120853,0.19775441716288178,0.5526210942057805,0.62865670174935,0.266045824968822,0.3124337216376303
0.4722470497958497,0.6732918919021749,0.8160958546333532,0.11418657320674597,0.009154015696392959,0.9581723310073904,0.23839961089649453,0.3182043706699955,0.08869705692159136,0.6161987382072138,0.6043380367454668,0.7839707209647896
0.1978580260825768,0.7066991331298397,0.645792411389251,0.9114448258163323,0.8910373935811992,0.8959357390734027,0.4757678172305575,0.9143554549111126,0.3331189617796876,0.4665613669927,0.8502995927819347,0.5019318326562565
0.3402477165824125,0.346530308333132,0.2912820809314995,0.599066832838827,0.4415154111711922,0.275781746876092,0.829625761024536,0.2898154513978629,0.3373720206692785,0.8759456000345284,0.8102112427460973,0.7000718350363978
0.147468192866218,0.9733475025384256,0.65177900250374,0.1722754959516024,0.011840204963885936,0.5947530016333737,0.6036264882297234,0.9480338572296798,0.9649399737199289,0.19850889224906876,0.131240487303234,0.13474255563095128
0.4840248312337977,0.7399812768400232,0.8450794619865585,0.8789559869002509,0.99474098843133,0.8875094924528083,0.926533157286978,0.6754760145069761,0.09078955883116957,0.08706203554997527,0.32537745714246313,0.43744050600060724
0.2787632413271199,0.3140997902166152,0.1809362434119988,0.3714132479904295,0.6795863248572994,0.9540423233755112,0.44572567952702413,0.4450382266785159,0.6972581050911536,0.1403202340798244,0.27333698510844184,0.36040906611159595
0.1856628456829299,0.4579738291479776,0.2407915738728893,0.6960874358402858,0.9181774261808205,0.6770527225188758,0.3748572856666864,0.08179013553817294,0.05200031399945171,0.8085507613068877,0.05297063958761883,0.5045153406421111
0.8586969012733654,0.3079220807566728,0.6906236900348244,0.4864504082449792,0.6481128139679277,0.006924299706170034,0.8092496118272863,0.7788597261104183,0.053565486427290865,0.9245999412882587,0.30248310498633124,0.3950103524989823
0.8051854096786841,0.6069085935163323,0.5890955679698456,0.02509616632094336,0.6644315603636564,0.07734294464534852,0.9006074319372189,0.03050263305784373,0.832861018178869,0.2112522560343829,0.9783999554389732,0.5990407023377764
0.0301219849059873,0.5490578931891117,0.8905675947038529,0.06255330382935209,0.9285960121073792,0.5065122490796063,0.44504191717224273,0.9950382679792014,0.7925835501194546,0.03774130042567447,0.5701186463104128,0.2316088305948757
0.8423220684347774,0.7715605385994717,0.3777011677801316,0.8777912781093995,0.8930912646570514,0.21860163793240184,0.14599650271478515,0.04710134599075855,0.9797426475479677,0.11395297903836199,0.7994428701574785,0.5222793262097435
0.7369181649147519,0.71023546341847,0.1560828616334724,0.1352568147286689,0.14721750688715818,0.5641583474578468,0.2087205012990817,0.33416569580700506,0.7261864202016743,0.4102532730921853,0.9972883428041857,0.22935228491936532
0.8816127682466182,0.5818402061323593,0.5832103963994312,0.30520176322413606,0.2465834048644444,0.35325250446579315,0.49500289468873704,0.2251826367809897,0.9423007492858481,0.17911289406601472,0.5183160106186081,0.11374243773392956
0.8228958901953793,0.7908999363612971,0.212705041048733,0.9682214988485818,0.03599217371711394,0.35756361856130625,0.31838472610611834,0.11492167034836553,0.6202483087968542,0.018964605790053546,0.5249019695447389,0.8689858533862825
0.169562668875709,0.8717403181580352,0.8888950219818145,0.6727648283296361,0.13037035111894824,0.8848354596161547,0.15530561126516051,0.6085664435055308,0.1786168838415304,0.27065389382351057,0.6487233898347085,0.09855697479585157
0.4629289664137548,0.5171911439835797,0.4747369291524954,0.46790620749735345,0.8541330753969889,0.12823453903420212,0.10214693125492125,0.8228413868321715,0.7289418486634733,0.07659007112136484,0.9130498190145182,0.5596818651066605
0.3449420381530138,0.624102571731187,0.8115446322467017,0.8951511878092085,0.3346807068276598,0.34819278542952925,0.23076445116072064,0.21896760412681937,0.9298454847188017,0.994282893683916,0.10366261133584076,0.40992552283277484
0.8814950737434912,0.733180315952661,0.1478297703798116,0.32091960188142465,0.7009257696589208,0.9768368441299515,0.11856692168501881,0.00726454534394505,0.4838378191567785,0.14690401119526142,0.4685386116406368,0.4272229913332525
0.6603285419946644,0.6339629621365938,0.6000526170000494,0.41514588203444325,0.7611199340179577,0.2872950553988025,0.32166406083365695,0.18657902509852375,0.4049072653736371,0.4196399059718171,0.9868030949965186,0.9788433349163224
0.3843562009137439,0.4642737550575694,0.892754348579538,0.3162760446990496,0.46480160333205456,0.39494105458331275,0.6708736075282246,0.3607910305948441,0.6248819531306382,0.038581779624418555,0.5175865814683583,0.007790298910971938
0.7363203305871915,0.1822897211798336,0.9497106213048622,0.08331497790574971,0.5135256605921167,0.02053768755123564,0.33310026821986927,0.3369164258478612,0.008247330853541457,0.7706529871786099,0.3801983903499039,0.26463586062828015
