0,1,2,3,4,5,6,7,8
0.8061726835243045,0.3017721577555469,0.1472491824947677,0.9276987935274729,0.18008017972895207,0.2417531634144976,0.7849793126777597,0.49141882637221035,0.9716378350461464
0.2238610231331682,0.3481939867107439,0.0165432736615062,0.5242008886420654,0.9624435234451624,0.04512077724800334,0.6752882435479154,0.9391193710438701,0.8473892375644223
0.5599624852776297,0.484654748179426,0.9072446373571644,0.25189552873924304,0.472556285463844,0.3720356910439686,0.2921175945898645,0.08393830144553605,0.28664470663557295
0.5269312825824122,0.0228549448959567,0.2986003228993912,0.2773508464679517,0.6156119106648679,0.6153688200325118,0.21149730785081833,0.12859401349202926,0.24821601071541788
0.9380343892259172,0.16364813224837,0.2286670981225037,0.13996912663315286,0.5911921656563673,0.2722306118724992,0.7632117757512428,0.6955121312984702,0.3674144847813231
0.7993505649265245,0.585492048189045,0.234572854361377,0.552524264673619,0.8727700177807927,0.8703055078005162,0.7357740430561804,0.9755202845752764,0.8385694615916519
0.4242203947423155,0.4589095867690857,0.6116059037572564,0.833504773032509,0.21159788029567683,0.501143143989475,0.7523939144355613,0.5388383507444333,0.6676297851739391
0.3894162664553104,0.0756231929449196,0.5016991703743453,0.3463860920776226,0.6758005687650086,0.16636316853391742,0.14125333524971073,0.6658445061056903,0.010951628355117093
0.5020730158809837,0.6676232204274041,0.939078810732624,0.8357762859678637,0.5241507660311339,0.4124337488738763,0.5175977385123888,0.7044225582415998,0.9129112988212725
0.779353903156471,0.1136918156868724,0.3670674581147164,0.00482612159782414,0.7297565996630784,0.23155706122308428,0.023682037893176577,0.2380667000151644,0.014710255505205327
0.5546836793652343,0.7833732746673451,0.1885266021535326,0.08569604203956027,0.05129362474216126,0.9186627288976861,0.13654049204116203,0.24621020307199804,0.5575219067339057
0.9643715883431898,0.1690225583475232,0.1747485274797424,0.32845655856334177,0.8975000397400418,0.11154904381013964,0.42733419738450107,0.8989117749192758,0.9664620986815302
0.9668844987501264,0.171232527712198,0.7346927736121318,0.7213737692553551,0.33634749262469277,0.37733517504753544,0.3448709743069931,0.9238869382958854,0.31340991390298323
