x1,x2,y
0.6908947747915003,0.041530003556406146,0
0.17002952806544377,0.0951952544367702,0
0.45929021107611495,0.8061857704831066,0
0.43348153945201073,0.3506464090191894,0
0.5533180886429357,0.7217512979367458,1
0.9993076692523807,0.910771050007539,0
0.5436178420435278,0.9344858529980179,0
0.3461612776179287,0.3910127294962368,0
0.21809197319239867,0.3912669048500046,0
0.1035674675146694,0.4707523570229946,1
0.6286618543172251,0.8571078527346517,1
0.7511182522444455,0.2491279723718505,0
0.08193218442328279,0.41582906679588016,1
0.33827754382358327,0.6138321078393381,1
0.16324989518504165,0.6893333756459198,1
0.1450715799215313,0.3973658619412571,0
0.13735916344342028,0.028915211019455572,0
0.7299944938083307,0.11473941801371045,0
0.6363026372210755,0.3345831310429866,0
0.6118763501639914,0.7556428184141515,1
0.05837463808325524,0.2853778166755382,0
0.8382543516777464,0.5457943387745174,1
0.48555682375891435,0.8531441077536315,1
0.9758217587292596,0.5004497237725889,1
0.2459322646972999,0.046173554979446495,0
0.5317540595343124,0.7574531416361717,1
0.9450053747741335,0.4085544865305059,1
0.8257866165300974,0.4250091344560226,1
0.4037461373772784,0.3040940435823706,0
0.762546820850967,0.5097516558714201,1
0.47425225179903724,0.8971980182074683,0
0.3500984965735489,0.4838603376419321,0
0.20824964114760725,0.51251236170588,1
0.37634011966941155,0.9354388924447434,0
0.17600027129953197,0.7248639257327526,1
0.5695690898112833,0.8752201343819644,1
0.9551893430433311,0.3754264437345117,0
0.037629308110437416,0.4687904413665206,0
0.3092145518565658,0.9475090953795794,0
0.3061565103818057,0.7534002073478164,1
0.9196603726281819,0.045972499675065996,0
0.9606307696925069,0.6680720151562493,0
0.2705860352111219,0.5778103954881384,1
0.3529655077236216,0.6174653820002581,1
0.326438592874359,0.742922159339706,1
0.35092864506438426,0.3212573772582986,0
0.4312357609121736,0.5290016981266207,1
0.8118354393065685,0.2305547032234922,0
0.6621310416659153,0.8411732020894392,0
0.642242208193382,0.7653472114832363,1
0.019695730068280612,0.6665249046961359,1
0.11004915454776568,0.6789396183016998,0
0.2402367030046264,0.7316729043854756,0
0.20741988148343718,0.022162639362040645,0
0.9019287301966827,0.34896371507343815,1
0.007533970121587266,0.03976344171500866,0
0.2860181231148298,0.19865198993000693,0
0.20644409003958547,0.4312389708317343,1
