x1,x2,x3,y
0.4696155726188882,0.9606000969326647,0.24213866576707777,0
0.387757348485255,0.8791743472711806,0.1723534497857402,0
0.8829666985690193,0.5649677924072294,0.899984527594835,0
0.81591053779363,0.5542063971975987,0.5077462132000359,0
0.5469326131848155,0.5232632442626367,0.6350026755558369,1
0.312851927052441,0.7038985334315121,0.028904444066791317,0
0.06485527638670108,0.787997017935845,0.6583106830278576,0
0.7913370791863226,0.7391873156406529,0.7379750013804527,0
0.6395118547190146,0.6445003779060366,0.6038494041038976,0
0.9756911221171751,0.8201495276173013,0.11006230177795409,1
0.5682574803564538,0.3560853283452353,0.8022134704000933,0
0.7233185384757026,0.2818713233606665,0.09801473451244719,0
0.1663528804753062,0.7500125576549065,0.6329538013494932,0
0.2572546522633493,0.6095842738929212,0.5781820253083789,0
0.1806053288148843,0.6440753130578817,0.3010938994261744,0
0.9160337277124376,0.4541190826156313,0.5704553503566517,0
0.5633883208137643,0.37003238004463196,0.8406719070226206,0
0.5928813146159815,0.1716874332770595,0.006671276911164471,0
0.2023002403700559,0.5118438954921544,0.02048481955545669,0
0.18981099277148747,0.276633883828892,0.1683311141768451,0
0.7741654971021517,0.9942955872270979,0.3889830235360774,0
0.5365559195812298,0.5776680148991877,0.43603307308661793,1
0.2768710386501137,0.12981278823011264,0.35880603587771787,0
0.03389756014749967,0.3950353824708366,0.005083974094078507,0
0.6666189681090152,0.09031228737597403,0.8090464674397975,0
0.7093517864150968,0.20140625803627202,0.16911867517900986,0
0.21844617783332917,0.6142339733106464,0.5474724399874376,0
0.360213548471237,0.18453524918314096,0.7850618693561453,1
0.7035073926417315,0.7728475884281505,0.1532828518456293,1
0.39455814631623354,0.814538640098392,0.48154561079000585,0
0.9150825441666689,0.1742063845330011,0.024529621681503248,0
0.9511408353283961,0.8830087918990737,0.37736835185439876,1
0.26357039764078316,0.6585503501259453,0.31059104754664746,0
0.14287235934287038,0.014194721328310749,0.024210713802408516,0
0.8574589465357763,0.5003341419103338,0.8325858446391528,0
0.8469312854879573,0.4584953363151684,0.3056925678237283,0
0.678658340862142,0.3811708503139561,0.9701037821967364,0
0.4499904697460069,0.8002124248225525,0.9121739294383882,0
0.6716074574361425,0.6393880881317061,0.665412439852047,0
0.4810908691153641,0.24966701593328935,0.4574459192534209,1
0.07292457772674757,0.25425654520515434,0.8080453204156294,1
0.49970064188285795,0.5780031981442936,0.14216720556973078,0
0.09210220034947683,0.9574482966978326,0.9240160857261862,0
0.26066614724255927,0.011077282827054993,0.958479672578185,1
0.956917983876195,0.23726755573298414,0.9570372550091908,0
0.46761025959736563,0.5090860109253175,0.9078928103871848,0
0.521457711239575,0.11003257975733262,0.348528759522088,0
0.060299645621482094,0.7167241497773157,0.19697843108636387,0
0.13669465027062003,0.17182536048730607,0.6170607915962564,1
0.9017926147861687,0.8014732641514494,0.46370369375016973,1
0.4429467887807119,0.0915224579205352,0.9495854159759526,0
0.8385534885610563,0.5534416796780841,0.1648777166505301,1
0.45754902436909706,0.2777944782285046,0.39073941361439335,0
0.6289487252533427,0.5006786036065711,0.8059058793570272,0
0.13351703775694443,0.33053746200182166,0.5601026952539011,1
0.40045257961871866,0.5136094233615466,0.2937475860576007,0
0.45530064170704954,0.5234395564835845,0.9204674367585789,0
0.8386492931447292,0.34279569336425536,0.2095026176810329,0
0.0428445321567271,0.11456701902879253,0.4763161632393817,0
0.19685540679518576,0.3966048792187225,0.44737334521768324,0
