0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.6689277230169152,0.2053595637095108,0.493568683065904,0.4638296811421345,0.08703683144467922,0.5977061732746409,0.5596579238469619,0.3926698423822611,0.08428632897187283,0.2569604916384194,0.32104224178969665,0.2846760118372973,0.30804275729096786,0.16640545572730048,0.42425643043800965,0.6229093787576286,0.04914976931187165,0.7724172164353246
0.2948543282046003,0.5393875971226335,0.743937774492521,0.614350055045507,0.7865489470444944,0.19958508699026145,0.49330167669282576,0.21167969519086371,0.005734073424952357,0.6076634595527086,0.024137423447393225,0.4487030754067155,0.8813687361534958,0.3239743981974921,0.33906783982686195,0.037552433381064176,0.6646562981865465,0.5511025695647285
0.1924205203328718,0.6239615364612359,0.3272842385921529,0.7522574945590225,0.978349146974884,0.6793219024685407,0.0022320018551560405,0.37766624035747365,0.9321288807849676,0.5552443837094637,0.8891933421893412,0.30092066667382134,0.6458894678298699,0.39773079982133874,0.6167697445457129,0.3611935100014987,0.8044338256427319,0.2507062174222723
0.2974787919329004,0.7096721601032511,0.984979091533544,0.41355627392183947,0.8976634120709069,0.9567043208910478,0.8479596156253899,0.556595217785029,0.7275028220596634,0.2225281650444605,0.41304675556217096,0.4185750739701426,0.46935400896960433,0.9124996602601674,0.7811200472018187,0.34850463765551887,0.8254706087821598,0.42095699983691326
0.798887197825825,0.848300911674969,0.9296972041702568,0.392861358756584,0.035403866667422124,0.4858556549677352,0.30469973966275776,0.7766224019901462,0.5113205480763188,0.1524845147776731,0.506570741114584,0.576904718650738,0.474173372341821,0.8322583151043381,0.7272963416039726,0.40237418609801545,0.014430285222009509,0.5906539963831707
0.7649055563653695,0.0713340961475634,0.3985889881352881,0.8776665999658706,0.3874269058994665,0.8762257876566399,0.3738041510845074,0.6709846106054275,0.82125376822391,0.9056478873087913,0.30968321080184,0.00039008823525965575,0.17481995554504892,0.47822560381663004,0.8408075722845563,0.020042122633572967,0.9504745347585319,0.8220751260864545
0.9553033822286018,0.4222142992740746,0.2064859075051715,0.28620244539760387,0.6444323794406333,0.13403221885883643,0.6718763917812398,0.51866857682813,0.3531207241927844,0.4124862899879578,0.30710691734197226,0.20275955018121472,0.8734042041763501,0.9286016019261738,0.4299925057482068,0.7669095654211471,0.9144448716098715,0.8202090623136016
0.1267791174085485,0.5285194455918613,0.7165568120206265,0.3198742770598454,0.20675965920800166,0.24474472293491578,0.4329010919424219,0.19688028217852038,0.5890228043320943,0.15290897551132965,0.8844070483130582,0.16942688656844673,0.41256631424429724,0.3005191632155897,0.5269547365071325,0.0018882277131492264,0.702291034202389,0.8285579440766196
0.6998267403671498,0.1428884187895255,0.7661158760176453,0.9407366142136198,0.2643757294765977,0.985113833055559,0.08152847172409639,0.07775562743931963,0.8500670315298777,0.05783457520823698,0.724695249982013,0.7663380106297277,0.8976661668896571,0.11163109037525742,0.08270833247522713,0.07228387936986325,0.8594731345253355,0.42047538117353656
0.587441298143943,0.7973002985806191,0.9277403343766328,0.20526123957665343,0.3436409049840561,0.6951558066900422,0.3019644458926841,0.2096500591716377,0.27354425331793997,0.6784136073517144,0.24932602228439316,0.044691585301640524,0.8705695789452786,0.662176873909433,0.8207763802972101,0.7982126887259487,0.06104868907917638,0.33420002011734073
