0,1,2
0.6689277230169152,0.2053595637095108,0.493568683065904
0.2948543282046003,0.5393875971226335,0.743937774492521
0.1924205203328718,0.6239615364612359,0.3272842385921529
0.2974787919329004,0.7096721601032511,0.984979091533544
0.798887197825825,0.848300911674969,0.9296972041702568
0.7649055563653695,0.0713340961475634,0.3985889881352881
0.9553033822286018,0.4222142992740746,0.2064859075051715
0.1267791174085485,0.5285194455918613,0.7165568120206265
0.6998267403671498,0.1428884187895255,0.7661158760176453
0.587441298143943,0.7973002985806191,0.9277403343766328
0.2753632078657111,0.2432907020127926,0.6230401889426193
0.5716787367195748,0.3237995153076164,0.6435508224378299
0.1428284941297294,0.8859574444265598,0.4934379143704486
0.0986764769713118,0.7138968323090328,0.6658408384376941
0.1983993903364697,0.6570591699524513,0.4489144298722721
0.6446607530899814,0.0866394680295935,0.2580319052547482
0.1089801332089842,0.8310966233139511,0.7191833555360944
0.3945682994414257,0.0039232367109477,0.2679470525086577
0.3169596099976496,0.9650317707841676,0.8462703303871655
0.114317314420286,0.0966796351715801,0.0538181072512566
0.9390869949467197,0.1963711703041792,0.8989290779762353
0.3981189345797869,0.964624209870648,0.4284045330250317
0.7618979896181832,0.8788537499791027,0.4290947864836681
0.2209093869007626,0.7266098940539236,0.5482393135661808
0.5375457393081557,0.1065225325706325,0.108845010374996
0.1147202966957385,0.7683867733993288,0.8908264043958509
0.4564684277967867,0.7122522348088202,0.5251249778774755
0.4481058806066472,0.5907415296066353,0.4087463140014293
0.0383754850964346,0.79174168352785,0.4844986049961249
0.5835865630977527,0.0610327547725391,0.8101454588661932
0.5493915399161832,0.3780770226621763,0.7900564114036985
0.6454846577510375,0.8849400610298644,0.458172679016135
0.5011050593536777,0.1825762730086364,0.404887284928125
0.8445179917079341,0.1785577059294567,0.0520248541800717
0.844217741306782,0.9103645446441612,0.6603443499968019
0.4233057231007078,0.5779135444100768,0.328533303371502
0.7535054070349068,0.8655044591167458,0.128824069309381
0.0087571303436507,0.971038334430715,0.3707255707465842
0.0238787693374161,0.1499437730556858,0.7804199395423814
0.6070799782866001,0.5672327136793157,0.0971989296830972
0.2219289943745075,0.6507480923897438,0.8904032872785236
0.2520760452415923,0.0857166079318939,0.5640632909885321
0.1259043908316586,0.5287048517167225,0.8235871642649091
0.9355612797986133,0.9562689969013805,0.4546232616568198
0.8056219600162304,0.8940536847630302,0.8882756041145585
0.4085618523929001,0.0938006730341766,0.5763909838295627
0.056313502495944,0.0928334881977153,0.1003946700056298
0.8388576114049017,0.4011656779723241,0.405165679173315
0.4256486878837381,0.4911902993196798,0.0609510769659277
0.3294442518598674,0.8086898864728101,0.7768519466700418
0.7425441273368253,0.5565033951057853,0.7539595308332403
0.8374162986254027,0.5152330051168001,0.2778993565162167
0.8201563157193124,0.9233411950405116,0.3899245535096155
0.6888107376925057,0.0162017398489045,0.4872027226905953
0.846105083357074,0.1025361629559414,0.3999159570059156
0.0219114399869298,0.4486692928052859,0.0428594532096598
0.0820903687030023,0.3145207149263708,0.420569740353002
0.8398737385085957,0.4240624776810496,0.6507846045952155
0.122263140977801,0.0078301993202008,0.6537302395304567
0.2677510586161187,0.5140907697616047,0.3396993704594432
0.5777249654003721,0.5740066484661661,0.3159072059517884
0.5935309679069825,0.2830598010926789,0.5959694876036624
0.8031783831050107,0.5724326917490095,0.4060829327780194
0.878892626038045,0.5349575076310398,0.1346659507290842
0.0589097117346509,0.0104305734763267,0.5226346029019531
0.9413523694680344,0.872210251130871,0.1032575410150726
0.0016792024835117,0.976015905201547,0.4664339439297825
0.5149177117541494,0.9161822349417532,0.9610848643515396
0.778258493852937,0.3716376173835915,0.3059933789511622
0.1466038648277884,0.4819039519897815,0.2006254303864852
0.1139286564876515,0.010222819658382,0.7774519026944383
0.9472404781345706,0.4721529934060764,0.5275485302460545
0.3539086301573581,0.9614761476268044,0.6366013960257796
0.2499767775970959,0.8637115747744575,0.1732598140260692
0.90926844519622,0.9187110474758764,0.1098631219893906
0.8969064900719136,0.9288481582154045,0.2514736032006325
0.7020548601598977,0.4719983160488375,0.9446655773408876
0.0724519239731716,0.2045693901590231,0.4509740791688888
0.557474229445998,0.5200445298455134,0.6043713011715287
0.672804045549258,0.8960420256797808,0.0453034999916533
0.9616468107952284,0.8080048709793387,0.7379957908883676
0.9470528045636438,0.7646752402879237,0.7485316171572393
0.1515980256849012,0.2597059109120925,0.979584023858982
0.3987639971424901,0.4703304646493232,0.6676459338423946
0.1304587446562775,0.3393836961411697,0.213233885901828
0.7633672255840848,0.99468230983243,0.5839241638081135
0.6190668234027463,0.2050219986751345,0.5420220545263822
0.5220386674663615,0.6101569834704735,0.7124096447821571
0.1311694276989979,0.9640500252868716,0.3898584633498582
0.1862340609495316,0.8317192995593737,0.6915598100140398
0.2346774720835442,0.4449335834212097,0.1382144036316561
0.1809061836666054,0.0028162767441168,0.0761570785060661
0.8425950711346503,0.2195208612230808,0.9329480060314542
0.5455789035648302,0.6746979883360104,0.7969666578793898
0.1051272445665816,0.3434844993709656,0.4406030721905719
0.0477493438440526,0.9631376230027082,0.2818135356557982
0.3397927054144227,0.2495460520672772,0.1311667258611889
0.6487722832277666,0.1195336725873593,0.5449753215103121
0.4624642313173799,0.537622766850048,0.8023646809444952
0.8517522017371041,0.9434209710950666,0.5340051954578023
0.1154748761534908,0.6463627394819044,0.0851395286832713
0.790810162254821,0.0530347922909115,0.6253520171157377
0.2521017205160099,0.9989533516264724,0.345815065844468
0.2522308873006332,0.3786207717195258,0.7269636427497355
0.7033657606861435,0.5803219910515414,0.2594327079404682
0.0350125461729008,0.7530558063378937,0.0679499499740856
0.4435348336839963,0.8652374543265182,0.8335518281256671
0.9194681150553852,0.6632653355298419,0.3850881569574375
0.134619099566764,0.6649824565485543,0.3787931548391893
0.367139921474124,0.9414109685203376,0.8455580994311095
0.5504171357842315,0.4141330922250263,0.2071474192681296
