0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.6689277230169152,0.2053595637095108,0.493568683065904,0.4384028529269923,0.12271702708122778,0.18277271113622895,0.05507046808240412,0.3330919399968453,0.8141365364460875,0.6278810048655171,0.8492714564035259,0.34365935551216054,0.9043830693100694,0.8874115815034175,0.18663284884330478,0.18565261582693837,0.005943210800600673,0.41483730187481516,0.16703744722033098,0.05517773019970351,0.5512170767001624
0.2948543282046003,0.5393875971226335,0.743937774492521,0.7503912507727516,0.7817319782702182,0.4571025828043772,0.9706690121414816,0.6619546181653458,0.7786623863442944,0.45290981692646415,0.5608174541276855,0.9859699292244595,0.019901129206132073,0.19776017630701104,0.39148866591023634,0.5486825469200598,0.9673358690318495,0.48384380693754003,0.6709701310609163,0.9288275588069362,0.7933034420299089
0.1924205203328718,0.6239615364612359,0.3272842385921529,0.3874202120140997,0.26431945015472724,0.6045897588116574,0.3588169424910024,0.5661692366146833,0.9285907072706245,0.49179403337878846,0.5098802471945971,0.2421160342157923,0.47805238993669497,0.7545437904384943,0.7148644130156496,0.2147742006790221,0.07429886792779394,0.9983765856921706,0.6923026300693021,0.5578148105640229,0.12812508240655474
0.2974787919329004,0.7096721601032511,0.984979091533544,0.6668748300898468,0.620697402413767,0.850711839057132,0.9398084942948087,0.7574279643086097,0.3879811110677881,0.07156499757651402,0.09239150994216316,0.5384927450879508,0.8970449034132363,0.03772659233436404,0.06777583731626358,0.2851877217401053,0.33809511845203244,0.5700257218989998,0.9846590330297442,0.3832709174421398,0.6043329503910376
0.798887197825825,0.848300911674969,0.9296972041702568,0.8726475228663881,0.5360486210891181,0.5833841169230504,0.8043013561613942,0.9021077315624372,0.48906059015532255,0.7121338162282128,0.11936146451323548,0.1706932506204062,0.5949422181916628,0.4886813677019789,0.002144530924189314,0.7679371627361062,0.5577992773482331,0.5461434465198909,0.9638503611489536,0.5345380925075438,0.5295706479874028
0.7649055563653695,0.0713340961475634,0.3985889881352881,0.1204541506516984,0.14414719245637364,0.18911770022530716,0.009306418260087712,0.44784095721239836,0.1633285555541384,0.989137442398855,0.7491970557499423,0.8995599379403514,0.43828170875790295,0.8190613046721202,0.5354555767061654,0.8829704749513563,0.4301964078518947,0.8682044324730017,0.011485917915128985,0.7151290477798592,0.8937761078791115
0.9553033822286018,0.4222142992740746,0.2064859075051715,0.23297275901046766,0.6898559159487818,0.001745801741237507,0.5957041990923281,0.1918162420174423,0.6260304331782223,0.032370807963593595,0.6281722662997182,0.9847745591181573,0.9894642647397524,0.5796765778924333,0.09090062140969157,0.6508249749003583,0.19676868713990636,0.9834457026359043,0.004143703523632469,0.5148895008712318,0.860779095651695
0.1267791174085485,0.5285194455918613,0.7165568120206265,0.6349614707969388,0.298191719899946,0.34736417730914226,0.7991135033371898,0.5587981892809325,0.699203673333599,0.3218326477672018,0.8772708392341005,0.5193266524619051,0.3855128704281723,0.47717343504419774,0.8748269615488052,0.452721144981152,0.09629180882378707,0.6527559259368141,0.07662847702957376,0.48533524117193916,0.7701174313854027
0.6998267403671498,0.1428884187895255,0.7661158760176453,0.604122528315426,0.44925971598822945,0.3904358341865357,0.3536323901640611,0.00926366908639309,0.11187340073153895,0.7795158781763046,0.6576429020093729,0.01520655398014037,0.522395476271073,0.8557380982935809,0.1548745435681722,0.15906673733072496,0.776914609429618,0.37638038101430527,0.46922091474872685,0.02007705011626193,0.6614832235208531
0.587441298143943,0.7973002985806191,0.9277403343766328,0.7082198651084017,0.015742881140160758,0.40318202172477924,0.6920288578936807,0.923443860855824,0.9156871506341625,0.22335703341376079,0.29535434767017266,0.7262400081874987,0.3460307834178227,0.7933538728454532,0.4337499082076802,0.2612241331182149,0.9547613140211504,0.8701692534699836,0.822947476497365,0.09070087440822538,0.66172803604809
