x1,x2
0.4439316527138282,0.08122025285202024
0.6506496134957812,0.7183067292569196
0.4189893618247043,0.7450137759501878
0.33167993620196723,0.6788765596621278
0.9564324700992352,0.6201924773935089
0.2251131321256365,0.10115520195313203
0.3051819691307531,0.9501564016229536
0.76284620084142,0.6388162594132979
0.37193847596959906,0.08306578270431295
0.8480507870303923,0.5282968219066101
0.9506868470311362,0.10597415536064217
0.19943139844379923,0.9123568978933858
0.18287490657049718,0.16369044192875679
0.8031769926415289,0.3675663475302882
0.939672634161954,0.2681079818256347
0.7715757872917174,0.19897656642087064
0.8515166728205493,0.8034448105346242
0.8609714632468437,0.9741852216983122
0.9014508164103835,0.10319184157638955
0.2661887076891309,0.3086237655516392
0.7970914720017408,0.06964170257111311
0.4426233764113058,0.6408525916357616
0.05607463481516209,0.02394142463708264
0.0090603907662873,0.10171693899976478
0.3052048617180172,0.9775642284382282
0.9159384329818588,0.5121955454895724
0.08549423231475355,0.019437256954845262
0.3642124277778995,0.09125439204669208
0.5566734862354464,0.5779120157852551
0.37600251081938196,0.9319083508050306
0.6467229261649767,0.5978024684126315
0.4781113471020227,0.8395049628510873
0.6308998350427358,0.45409433817838074
0.5389287478222985,0.5355010480198406
0.6726426901952755,0.4434372936372811
0.9814551749303017,0.28828267163620624
0.07489333441432117,0.5119785767868845
0.8223903728830843,0.6432077552289805
0.9061674890323901,0.46378809885964634
0.19344235716342306,0.20393832018628172
0.3875519477904203,0.31573008161713134
0.282485191663222,0.8614672748259679
0.9489877459181795,0.3279973425166881
0.42177695517985764,0.5721370914598718
0.11499532124137792,0.3182269131613703
0.2716084921365825,0.6628099568261259
0.6658512417425784,0.7985885602116781
0.8715105848211383,0.4601022736118096
0.9586933193924243,0.2679226381933529
0.9813147748622546,0.18257442882377997
0.14305758791586567,0.7558126787052688
0.493936596589461,0.8636401181240917
0.45494240897259275,0.3829322074044564
0.1561164855711383,0.6197982672852042
0.08017586939656604,0.26631872510850907
0.13041688763195294,0.6322600696901792
0.5647575851737809,0.7064758446904725
0.9117342328182161,0.6094024698615618
0.34784769730498183,0.02164695009722179
0.1610627121461794,0.4381156513600105
0.7913719396967941,0.37905444985879605
