x1,x2,y
0.2773341538780812,0.11917677367435699,0
0.3103579291340379,0.35446055582714814,1
0.7957085293638342,0.653879564683986,1
0.9470780544794778,0.3276836440828807,0
0.5504164113633827,0.5791556568411764,0
0.7959185291165217,0.8971817151917969,0
0.07377262730982764,0.7707438886232887,0
0.632415884263691,0.3754364520011262,0
0.5338940912446608,0.622731106330515,0
0.7674081720799545,0.10490357423373699,0
0.7491126236266661,0.5082990971121203,1
0.508733033397793,0.6406583177445743,1
0.24020323525559495,0.02525954982192326,0
0.7330831500758872,0.6612903136103543,1
0.5076916542182378,0.883505419192875,1
0.17965341635446674,0.6691067707394825,1
0.8955714839316269,0.9952549651410241,0
0.05472820737943315,0.19076632650860548,0
0.6446629916055073,0.3273756142103658,1
0.2600775720908984,0.7266907065518372,1
0.42690979738701057,0.18116065869263318,0
0.4058499393316131,0.22638703960108356,0
0.5595685976792438,0.3182292233660707,0
0.5909723865437319,0.6653950548794526,1
0.061247168148979916,0.26138492325489854,0
0.08144867459494362,0.36429916852790895,1
0.048924766684204375,0.040479049537634516,0
0.17624158839622103,0.9324928348602111,0
0.7111327828491021,0.5720699416940115,1
0.10026059121924152,0.5163695140322904,1
0.23724224323940646,0.8618417348535936,0
0.443805899257053,0.3056294007385203,0
0.9908113290119769,0.005659187313909531,0
0.7346516937766063,0.0394222731628396,0
0.26573408886550937,0.46701897391020775,1
0.04634459222480602,0.2707315267999748,0
0.3679033340173353,0.9450430396605747,0
0.4232334420158782,0.36621498456779455,1
0.9168515784578105,0.6226740975889243,0
0.07807405133930352,0.5939471608082375,0
0.21835039844321616,0.5694970615321089,1
0.8685433902418764,0.24423375001065437,1
0.3924928083564442,0.16985813238136024,0
0.06473868047776313,0.6407580069064,0
0.05616671177335494,0.11722218032074724,0
0.21180778865779817,0.7007630862949656,1
0.8920601341897735,0.9443094632455424,0
0.13168958922777532,0.9798418620683393,0
0.5355340969496775,0.0901901334682116,0
0.9561975755055359,0.7279615382677876,0
0.1664895664769222,0.6270966387099257,1
0.2130544647299321,0.9087534142393999,0
0.3115780090363476,0.8145051338168793,1
0.29669913823384614,0.0655337824362669,0
0.0959861567578182,0.2212263162298689,0
0.39234919386550876,0.016600037681970263,0
0.7157612957542455,0.6595174779178814,1
0.7507028946216233,0.7345293018099405,1
0.5250945468390871,0.61806337319635,0
0.2744066625591182,0.27091746483429974,1
0.8681566718105531,0.982848864370324,0
0.3223408364733291,0.6016727717171941,1
0.8379109458060741,0.4893946140337476,1
0.7387787272834273,0.9743496145672345,0
0.4370809362112468,0.901276791747599,1
0.38525284283707917,0.06103052229191117,0
0.04545083130999286,0.12603115257115236,0
0.8716760485866611,0.7652434429162434,0
0.0390897221277771,0.4689113537017558,0
0.13533658465204218,0.9775986805318208,0
0.3461880687611289,0.8870305158761359,1
0.5321950397335353,0.34474825790232744,0
0.8999513305647435,0.9108503561323441,0
0.5478128450589872,0.5298955333879776,0
0.4155467245856133,0.8410649497067628,1
0.9969476136985556,0.27920443963472963,0
0.28486053197172584,0.5142497251088692,1
0.6078138053932269,0.9349140129885837,0
0.16543775771558183,0.4102506875071117,1
0.2972605208721721,0.019307071584810424,0
0.3085785991626434,0.11229574434763172,0
0.5412156167728681,0.3641494629338816,0
0.2636102603260189,0.3552059529896863,1
0.9435543432421158,0.42184563616897663,1
0.8325045252652401,0.6629336984602024,1
0.6354299374887629,0.5605498974369111,0
0.4638384279277913,0.799501690195296,1
0.744901871068935,0.2808786494357817,1
0.8850583517090153,0.9494491125177187,0
0.07612841967687108,0.7013247682204327,0
0.9197310592493283,0.539628278624203,1
0.5802369243422946,0.6986414890537129,1
0.9160113845153038,0.5147605623586551,1
0.5810661475408373,0.5406420047566767,0
0.7930633130988815,0.0478709659514724,0
0.6902900918369231,0.02488189013610569,0
0.29700558124142845,0.38930512785535043,1
0.46712287923162826,0.5741865056213279,0
0.5907312456719721,0.04702659227242412,0
0.8774203356535315,0.4533106109066149,1
0.19776094567369784,0.5648217499226184,1
0.03749995159751342,0.4201603242461821,0
0.5532450040148639,0.9781442379164109,0
0.7098029549587973,0.4119443863198287,1
0.8244323060658749,0.002963666426299732,0
0.5982256995807833,0.05661450136963037,0
0.36806746548391805,0.5799402050885325,0
0.9799974057911243,0.4207508513080259,0
0.2576338060715706,0.5627439381020944,1
0.4615147947996143,0.47496824159677814,0
0.3246946727962244,0.6376654927635437,1
0.35919082984303624,0.8871388872676084,0
0.13399103428737727,0.8345993123022079,0
0.056237886959495664,0.575871008474497,0
0.9258720051153128,0.4266963301648576,0
0.44727862157531406,0.004755200173174109,0
0.367678122874307,0.9159701143073425,0
0.8613622098319523,0.1415577302451571,0
0.3058141673030841,0.1425988663271498,0
0.8264790918174622,0.0671804130019463,0
0.6604880248359595,0.20516447948827826,1
0.6185845656525177,0.5349088621883208,0
0.20673140978225618,0.7796016618792014,1
0.7113051800403581,0.5947898454303734,1
0.6022048625091105,0.3063408623422961,1
