x1,x2,x3
0.7889973591300531,0.2532771873199995,0.1401105622526152
0.9546148888457636,0.343793777883806,0.6888502317225825
0.757277158852183,0.8244752608127778,0.29498187526448366
0.866133179143917,0.4265595394663209,0.34307830648537335
0.6376353409301888,0.6085678590802449,0.2579025871959165
0.27138372429530566,0.3096632360378925,0.1688685161210885
0.5990343707801825,0.2785977085566796,0.5692928435509018
0.5929101525555774,0.007612547908700621,0.269637121188785
0.30453340464865586,0.2021918690290423,0.2923280095021715
0.71974526445707,0.537288299308885,0.8812407922940978
0.848894718581494,0.1883258596051661,0.5883431574464573
0.8248299578011965,0.9957626292731242,0.5283059525361496
0.08523882831500036,0.6869376299477225,0.8458858970691081
0.9713492835526862,0.13028350248465487,0.6057772511901993
0.39331621366330227,0.807314236278358,0.17292983414128837
0.478161860914636,0.35940890972658573,0.17689891701876737
0.6028155845289707,0.47128656515248574,0.9780192243864924
0.554814231508882,0.32156147932819457,0.45715053411501794
0.05737506181725487,0.3488179491834896,0.4407888308721502
0.5977380927492424,0.11946802357236083,0.43586924947854716
0.03723691567635428,0.1623414380217201,0.22332588348161542
0.496062280419377,0.9278679338866938,0.9055157513203587
0.13916547040127025,0.8486273857900499,0.7013042489713793
0.261182219666713,0.04783636642871901,0.09054894497875253
0.29239155435516395,0.2181737688817483,0.5623674040221663
0.20171183694842568,0.9684436020125293,0.7799911501580259
0.961805821332856,0.9843446764374641,0.6697702330040413
0.6517877065022161,0.287372970758264,0.8758502090639213
0.4965977009862363,0.37701927084208475,0.23359221630754815
0.5940401157157235,0.1248338616881074,0.6862198409209713
0.6331286674614113,0.778593775213236,0.454800914126722
0.8295013263944477,0.8195277581783947,0.6162792773410599
0.6564651249741633,0.42580109522429793,0.153118160795556
0.49359923589093646,0.5622878188416174,0.6743292996662805
0.7200844760954884,0.6294802943690345,0.48882711583331373
0.1078696890953118,0.5356429323662767,0.36678579171176684
0.6084832597486348,0.9944821471308551,0.07911451712911426
0.9584798817922406,0.7977483151934016,0.3569103493749599
0.6880205686622011,0.12677522788703466,0.5902207139867355
0.2688657278610195,0.5462137006988008,0.5590704311576545
0.14981639153351078,0.6040012521510757,0.1663969211185027
0.981969258234014,0.9398090187095284,0.387641631261016
0.2851450163754265,0.024325405792623902,0.33060028798275976
0.38663381382161993,0.31798959176907715,0.25635816490421554
0.6291052641251087,0.8911243441127412,0.5625208724532914
0.09424406478043106,0.8132641132300169,0.8464999853943129
0.5317669684217856,0.3200664821255465,0.1968468999985222
0.15662685009433358,0.31346142753082895,0.17789345194157818
0.8201479617589597,0.08007988634540915,0.6316230758327136
0.8036215180614737,0.1215269938126639,0.4984781971103074
0.015401024541900657,0.9173572964157084,0.23305149514382315
0.34867050983213466,0.6345416416697847,0.9522104388916469
0.09213203235113657,0.6550655274176186,0.8832534532791325
0.29727248055698463,0.49579776413722887,0.9267241144255475
0.4835113575236123,0.9967580051511536,0.6494439178103203
0.07472617109304995,0.9828297056924739,0.4487346080650871
0.6476562577533492,0.7193808069506206,0.7553299205611658
0.4038200229049882,0.7596369555093452,0.684236441394595
0.9590006355625906,0.6259069033414058,0.17054499669210083
0.7560392734925162,0.0667787366373968,0.6789491706283178
0.47286679794694103,0.6492195478008695,0.9461415351380603
0.6465079846874057,0.6820747959799943,0.6189652026767648
0.33034993314307176,0.4676463613427484,0.6942963507176078
0.5038413506264545,0.998030947373913,0.323703773973256
0.7474757485539604,0.9475829133541485,0.502332903114118
0.9100560796114795,0.6149968625410979,0.37493757075441103
0.7333288742846619,0.014197022446945665,0.9906008537148944
0.2653933186554309,0.6129195190222536,0.25251753758340506
0.5533270944900999,0.29363385167225414,0.835888727743117
0.49843503566485625,0.07607494864073276,0.050908296352006326
0.3107110214968342,0.6567730089085777,0.27122269796134474
0.4557288939989744,0.4220939885810542,0.6515882999096877
0.29553806128791343,0.5229693095727023,0.8544984792584874
0.15119544257594839,0.25139263516533233,0.8331568367729203
0.06044436701685513,0.05206398485691778,0.9525065961098437
0.9490715909530713,0.028709976496232716,0.6638736853786933
0.7974412633264147,0.9061339490561201,0.26320873877987866
0.31700248934569997,0.43692811695595657,0.9751680614991503
0.6587403807334733,0.07406824955006754,0.6005829790999327
0.9792081402742525,0.09567870942447106,0.8578560389640558
0.16272279318180943,0.30572147840184033,0.945166806652711
0.48306868337933934,0.23722277595160554,0.9269860033944869
0.8398987544805259,0.9019895909186944,0.5266023131985262
0.9810092859432016,0.3972353062411133,0.34956664592025505
0.7354445247817296,0.9853571738634119,0.07610258309140006
0.573950834215068,0.700235077629008,0.6029497514288189
0.18484122902409952,0.7062089955008474,0.7296335337739637
0.8919084974841299,0.5223538686257151,0.5815426575918662
0.5299699708774933,0.3836295562716147,0.25518966955513556
0.3338377425775815,0.5799446425197117,0.22394014170774387
0.2486228092861957,0.25885702043644826,0.6358717737132357
0.7477235034811058,0.5323586491974603,0.1579241214321942
0.5917597866855814,0.9675092502263963,0.9590430412674065
0.8161785728497281,0.944991169031924,0.01312445024359409
0.37269836381488003,0.5494971500622124,0.6266561515661139
0.7003054347772254,0.5658541012774894,0.21767562522299896
0.7124274475182556,0.3595163442478729,0.18808474283971166
0.29332533629154317,0.29051404769903316,0.846570212064119
0.34292582566731994,0.780772193752945,0.3661881670996514
0.6426679775731866,0.997090866139496,0.8801302557617378
0.23352963854528463,0.76972257399258,0.47293367815237725
0.39430587050756116,0.9063907257105516,0.9905714115035911
0.18849712113543313,0.5726255538818448,0.34742222958210023
0.7404492714108228,0.704344209825313,0.23555391470331194
0.6809535823742179,0.26834466686439135,0.42329251802306866
0.7191514508251591,0.3560257694041215,0.12408481506248964
0.47551273176757713,0.8513997819995477,0.5510247159215554
0.13118857226265124,0.6102290793725031,0.013031101034616223
0.8951762264655581,0.03351515818092605,0.48412654059571486
0.4201513708109763,0.3308289149146584,0.7337413796200567
0.36165976358283036,0.26556410188750884,0.16418730860238628
0.7086267046598901,0.46608553328682506,0.14732308339122507
0.34219120066132225,0.40386798939548235,0.3947006217412812
0.7539945994700369,0.6780845269274977,0.5764863704111142
0.03895698240103301,0.5442431146218317,0.4067046300565721
0.09893378827535262,0.8043955745653729,0.11805742811581568
0.9060391893457925,0.5887859757166076,0.636513744274582
0.27556264576951645,0.7278113312171839,0.5362516221623367
0.29899064843826817,0.930600464463454,0.853924325739168
0.7612197257917178,0.7620240328122678,0.7246560374871968
0.7676129161894637,0.7069710297622016,0.6728558808485644
0.8557500498339876,0.7533779217861056,0.265293566984905
0.2114550725305407,0.3093240326909262,0.9083264499390374
0.10226580516781494,0.711652687496919,0.9211546314068131
0.2033409236144521,0.4353930651736277,0.9873810830031978
0.16288607385346873,0.24430103098282113,0.1421030404548966
0.462954791520859,0.2918561738052142,0.8593320445593441
0.5309449706473499,0.01124331875926186,0.36641128596833744
0.44149335635927744,0.2862799207941046,0.5010029237541384
0.7832863481747534,0.6689719648517946,0.5468176032298839
0.03699211052819282,0.6692908590512877,0.10097501508734942
0.6040324690819016,0.37929922845425357,0.785863118238099
0.6689467693082382,0.8224507188231516,0.33241342077510183
0.2976216673571298,0.39710957244962614,0.6177297437238015
0.6732249669630435,0.7514179639988247,0.1549504265464706
0.2639689558609272,0.28192247591725317,0.9261311803008824
0.8091430717901705,0.12998587522064403,0.6132245194462261
0.07844902549397678,0.7551379142721091,0.0012628692262534006
0.06529312213486813,0.7917028783888657,0.5696608922410599
0.47809939284468456,0.7783587984574599,0.11200368001935226
0.591210866704569,0.3396055514010875,0.4429202615784498
0.6080744376259443,0.14692432166474645,0.10863229820402633
0.43354549271867,0.5265630535731867,0.4063798770704477
0.33211007088385336,0.9989874415253917,0.27213815741215797
0.4516298807905312,0.06244145532905004,0.291865554320356
0.5529461243763516,0.7265365128264666,0.6721357060910351
0.8293500008183302,0.42994928517047454,0.8553146431960105
0.8563175234858244,0.4698480497325552,0.5725580689869277
0.1231193551192017,0.10861419631496498,0.4808217313649174
0.10984643704227019,0.5722830102778083,0.6288810482933064
0.5833248099153474,0.05303359890286366,0.652828418043088
0.9920297049493187,0.979804273141243,0.9583095414969383
0.053226766369021274,0.4068000424333377,0.6572842136829218
0.23445694020815053,0.4448702675210835,0.8077477587823445
0.16858644817884863,0.46968706883631706,0.5691137782191644
0.7780543188904283,0.18505096234830035,0.3818359041213073
0.044655062115744035,0.3024853414974471,0.5046221875171742
0.8058298862061722,0.38567127336527707,0.49939678636488455
0.853278365536328,0.8861995851420812,0.6588045572052731
0.3903248093282029,0.8708760821531982,0.9978453352167279
0.214539364526459,0.25351406266413967,0.2379376475084078
0.47485692051278466,0.5761136591007819,0.043053730046668626
0.43043738204027165,0.5416400869724779,0.3217932581164944
0.4976609448483073,0.8908274028834179,0.6446110831624401
0.032231872213066136,0.35065553956209583,0.785474794051548
0.14918062026989595,0.7668973683905317,0.6505495098766635
0.04819275626977571,0.17210177023937,0.34532529754866553
0.8855089631349274,0.20337050684859798,0.10118773444241953
0.19236533176341608,0.6648828781121353,0.8831703359000145
0.7245801054417613,0.19879198956361502,0.5568801470379892
0.6190691064491656,0.8956824440980494,0.5379908728959372
0.12792557518970304,0.17840914646569872,0.9801690005866314
0.7093571767150805,0.9240745558694451,0.5564299860824292
0.9999767815878582,0.2657891341647687,0.07031756111573101
0.5298925334045443,0.41463028283492237,0.4132543777990847
0.34380105931689064,0.6712166297669225,0.36925355645956465
0.7348609566452499,0.9571572073192055,0.08507636271111273
0.5097135412998618,0.7429840316531644,0.27310916701125126
0.25374493272687676,0.4413919193658699,0.8959508151348139
0.6078026848692153,0.6633757926298062,0.8281194031140044
0.26720134000770596,0.5693815793492888,0.5633934539248919
0.6031234005105486,0.38070714804927086,0.7616595998406948
0.05944345482185236,0.42331578944379455,0.32979672498731094
0.2262801403578318,0.4079107778648671,0.40897851771574084
0.4504306352904894,0.1394418827426583,0.37281433904619377
0.9727360011798611,0.2560600315255647,0.4644969541787382
0.20953819216573216,0.9223712668620953,0.4212436383547544
0.20080467270858202,0.07215032458850115,0.18591782561917577
0.8644391952417834,0.5227434064515796,0.9825828465296194
