0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.4996149201180346,0.2282550134373382,0.2136097234991321,0.8839170458694922,0.7390302255341592,0.8814800562128974,0.0035271432607447695,0.5582436237736165,0.6330152771042958,0.5901213980125278,0.39914428558083626,0.23303589554848514,0.5224244720010658,0.8226229346675666,0.9612553305726855
0.1537903652638176,0.2983283379149459,0.5248634691534353,0.9460058285782076,0.7157247096688211,0.910948323987007,0.5315421140558735,0.72468640626257,0.9921898906836685,0.8634517883377802,0.3657993114026038,0.9806821434885413,0.6445254766693232,0.256622731926346,0.42811311520237727
0.2772646011899322,0.7605725590771882,0.3803481429300555,0.6089327279936804,0.4515402635166462,0.02881845978425901,0.918831032512018,0.17700231752558615,0.89784027854193,0.1103297697687905,0.8420714421782152,0.0707020541427037,0.19624458838302938,0.756678925137098,0.8355691058225265
0.7171273689107885,0.544127772559947,0.0706484434877933,0.0017942996108422093,0.2580252237771873,0.2747525667420695,0.41990229406408164,0.4564855201571011,0.1704166184290664,0.26643267643334034,0.5705902468679868,0.07592049713313753,0.6264260765964051,0.5027571313598379,0.8667026562755724
0.3819546401461901,0.7901158058844711,0.948385322613899,0.24146055981305337,0.39535196370261794,0.921332350572405,0.6924212596803108,0.6089538178542835,0.08198200226491059,0.5583135326789067,0.9655625269021769,0.2631812659299688,0.3274917032233158,0.1806296380937079,0.6875046398384461
0.9878193691032464,0.6834270670367132,0.252575155733272,0.9547555674218826,0.27648948358241043,0.6799407231769898,0.10760919719119,0.8973768412639698,0.8476770765246919,0.9380731964396128,0.9038705721237004,0.5781359612198107,0.37623263755628134,0.2901332818426827,0.9497407946540174
0.6680153604616471,0.5134672584296222,0.5136369071041512,0.37484427088730954,0.19758018577882663,0.2799203668549447,0.6263073551983549,0.8197488724669807,0.6009863176073277,0.051508266000138136,0.5358786406826415,0.8085788344190251,0.2722692168371348,0.16683952529508128,0.7090683840781715
0.9204443076820464,0.8010294336151326,0.7199965625255494,0.287438980257412,0.07263810188572162,0.26977634953839813,0.1828163597132969,0.163301986891372,0.9236950712374726,0.21788322403560945,0.5635733146647147,0.49813719785130117,0.7116660850657184,0.657491273808636,0.46152500614249503
0.9758063204665536,0.377327229871146,0.7787613861815866,0.7856559906691184,0.46147047181690204,0.19511196320129176,0.6199652801331755,0.7609010981556059,0.19053928168379863,0.7681794365003958,0.36763622789000294,0.060333734358700375,0.5476240120759687,0.8063162073226742,0.7540507198926412
0.1878917822722274,0.0543809658161866,0.4775628024024426,0.42516682023611807,0.453815574360364,0.8471935884361679,0.3017017245481718,0.9058590512286898,0.8685702309303974,0.7433592140889838,0.7967305018365918,0.007295797416021044,0.6130746593294294,0.4451471832309888,0.6679556107074713
