x1,x2,x3
0.7722551680050403,0.6447265553998787,0.3730793949453966
0.3670890726993452,0.6817566030621706,0.7039230205833679
0.05496435248780061,0.27019166061239014,0.38935718678392056
0.9441581249702923,0.32072806166400786,0.9340763833383822
0.8143404927883581,0.2778827207209656,0.5116649538332083
0.004692464195905751,0.17789570998478843,0.920539785575808
0.252275617033638,0.8403860876848231,0.8942993681493582
0.3660988826073269,0.798666386959507,0.7458587678553796
0.9783385737052005,0.782133757932943,0.8922084063704028
0.20495403058711062,0.823974334742694,0.2947883865443957
0.5140292937034088,0.5681516253967362,0.04452098986713044
0.37405564845061623,0.4907977326638482,0.7456087002497089
0.7021959656536231,0.5485964946668223,0.676726982741105
0.9527152368093342,0.7007553366302305,0.030301178967438773
0.4950111972017787,0.8172735398719896,0.5064198842439162
0.27137063414048884,0.6995625718505111,0.6161407178321799
0.35427399932657133,0.7055516103424763,0.7103576466389693
0.6853125918615207,0.08063292963878159,0.1905773793139742
0.19114291248658916,0.8853528802085363,0.4467104689417283
0.03419252154028443,0.40454017298222106,0.8801906727786539
0.4874577349190523,0.6352779108593737,0.04884655784618754
0.8412105051848525,0.8477450818043452,0.992072447747757
0.16539014122304946,0.8841743378856322,0.5009507271796255
0.11742528099572601,0.15951117494125103,0.12183306139872106
0.2597543561446394,0.09317776062495642,0.46553663292911923
0.6534680110205585,0.5901360819377295,0.3115183704217448
0.6797996474486776,0.07329393364581664,0.04258662741813991
0.6332646075035877,0.29043422908945327,0.8071605073441099
0.7470986551189542,0.8504494959384424,0.9447632100901322
0.2704806149297557,0.726640593787286,0.8896213891728912
0.898170366359678,0.5134234418692077,0.7811092491788617
0.7113993214238947,0.562888911848821,0.012000873860365684
0.6803237242461604,0.999901687467263,0.37187954402050755
0.7811701972055072,0.6058191450537593,0.24006610714975044
0.11731666538682968,0.30370860826339485,0.022127022931920454
0.18229720444232886,0.7637258434531022,0.36545360869752924
0.6367459691666834,0.9808783783853897,0.7346021737782323
0.49713709914277193,0.6540234324711591,0.3714399427970602
0.6170486130886632,0.6030190028317997,0.05371582140025169
0.26172878018918994,0.7428365931739301,0.1253182172517223
0.1001336510652514,0.3436961395615828,0.15238344054534428
0.5937613749158528,0.01058069093135624,0.1291040585234922
0.45276496517552195,0.33002094091925727,0.2356371335206308
0.49691767401315173,0.8838702228507549,0.5425454324375059
0.8755433306002214,0.9557025933755823,0.5966152192485976
0.04477438342298447,0.8395979481284581,0.22390219963715094
