x1,x2,y
0.6755980583829626,0.06398775652524795,0
0.5961299638840387,0.4488476316316582,1
0.05899415289693843,0.6408355593615067,0
0.061772153725140534,0.25195238612340676,0
0.03886900354015042,0.6098500248071984,0
0.4342554341371585,0.4619761210577759,1
0.23267807313151873,0.9838458897882721,0
0.48612386241041405,0.23067673858815652,1
0.9909196760892689,0.5934331008826534,0
0.19601128253433583,0.7490635022212387,0
0.461016764626405,0.3659564661524646,1
0.9178811311021131,0.7397689785259066,0
0.7969073745406073,0.24953466553759415,0
0.13051358792757753,0.39173785052942023,0
0.3768231871902677,0.6027480100422641,1
0.012244476439341947,0.5491541259242008,0
0.35787928161111876,0.14463405619719272,0
0.38346452110646984,0.3823715117338151,1
0.1260544476399505,0.7273400805412168,0
0.10723282859386567,0.7487758384886314,0
0.7401343686147306,0.7838072049418194,0
0.7594409939284369,0.12209992348807375,0
0.3689078500889466,0.11925463182359053,0
0.30936986962865126,0.605627286902898,1
0.4460491589174334,0.7218091551742767,1
0.8300968577129647,0.5276463154927703,0
0.3274394922810599,0.09264805366476395,0
0.12184317185428635,0.7395462518772533,0
0.03082291163283594,0.520351194974204,0
0.8690968664141984,0.8118090054842776,0
0.44284479227522294,0.9957667958669906,0
0.1122240590730767,0.3811531607947158,0
0.5471926286643498,0.22308618456733534,1
0.9143566361560843,0.40330704775142273,0
0.9864548556584883,0.46080126637823937,0
0.04076240625512057,0.7055174105804509,0
0.4854644885927677,0.16199175322351952,1
0.2432862491111047,0.7116851035413465,0
0.2978610507621835,0.5881390186294732,1
0.055572859728271244,0.43584046066548815,0
0.2922959171208984,0.7695908660578104,0
0.6405880230058679,0.8596301235016318,0
0.40654975193976467,0.7789870697035831,0
0.14226704588327646,0.3247418707957992,0
0.10431850972083637,0.4280017051762584,0
0.7677312494522303,0.9203091806735081,0
0.7418105266970415,0.8006505791864064,0
0.6655729335440762,0.006733942569797528,0
0.2753875320542746,0.9059334868133645,0
0.09307166114169418,0.4338901080260556,0
0.6836476924196235,0.00864500658115181,0
0.6902577958125581,0.47250194362088227,1
0.04701172175736541,0.88746276340406,0
0.6621838902019329,0.3347066253622632,1
0.5291898301872243,0.6090446732877868,1
0.6793742762164442,0.9579181004035509,0
0.5902260514122964,0.13388907598455374,0
0.6922111711713315,0.8031651028218192,0
0.1271230833141543,0.7960254479975516,0
0.24443305181751246,0.7968490474964051,0
0.7526836101945542,0.10590833430530046,0
0.5137427029612587,0.2687944166173746,1
0.6601028017370363,0.5045907863748573,1
0.47387110927344017,0.4868711736892437,1
0.5343242979767356,0.3257387259795183,1
0.4547169195654995,0.5775199444788839,1
0.7953828758018799,0.8930741205519103,0
0.7780179035877727,0.10699575488284496,0
0.14426358962924288,0.704863615688659,0
0.7981464836762885,0.6851258937668901,0
0.260188285997244,0.03611598136271076,0
0.9985833649894318,0.2756414750159253,0
0.99671818324257,0.6978638462081455,0
0.7826300960499302,0.9904187705728974,0
0.018294758285025504,0.0737883467342856,0
0.3998971787013439,0.2119640776974274,0
0.20626628452507637,0.29501113936840984,0
